name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,VDF_fftt1
East 11th Street,723,723559142,134,342,,2.899091666,1,15,,residential,6,"LINESTRING (-111.9398468 33.4176189, -111.9398778 33.4176221)",auto,0,0.011596367
East 11th Street,724,723559142,342,345,,7.521752295,1,15,,residential,6,"LINESTRING (-111.9398778 33.4176221, -111.9399588 33.4176243)",auto,0,0.030087009
East 11th Street,725,723559142,345,51,,7.183959662,1,15,,residential,6,"LINESTRING (-111.9399588 33.4176243, -111.9400362 33.4176249)",auto,0,0.028735839
South Mill Avenue,726,723559144,132,133,,47.0025278,2,39,,primary,3,"LINESTRING (-111.9398371 33.4170325, -111.9398458 33.4171202, -111.9398439 33.4174549)",auto,0,0.072311581
South Mill Avenue,727,723559145,84,200,,3.097357401,3,30,,primary,3,"LINESTRING (-111.940029 33.4174558, -111.9400269 33.417428)",auto,0,0.006194715
South Forest Avenue,728,723559146,314,312,,18.92537879,1,15,,residential,6,"LINESTRING (-111.9366549 33.4176535, -111.936655 33.4174833)",auto,1,0.075701515
South Forest Avenue,729,723559146,312,314,,18.92537879,1,15,,residential,6,"LINESTRING (-111.936655 33.4174833, -111.9366549 33.4176535)",auto,1,0.075701515
East 6th Street,730,724631640,333,148,,15.98167095,1,25,,residential,6,"LINESTRING (-111.9377644 33.4242905, -111.9377303 33.4242867, -111.9376966 33.4242926, -111.9376671 33.4243075, -111.9376452 33.4243297, -111.9376334 33.4243567)",auto,0,0.03835601
East 6th Street,731,724631640,148,333,,43.39096635,1,25,,residential,6,"LINESTRING (-111.9376334 33.4243567, -111.9376328 33.4243841, -111.9376425 33.4244102, -111.9376617 33.4244324, -111.9376883 33.4244484, -111.9377197 33.4244566, -111.9377525 33.424456, -111.9377834 33.4244468, -111.9378092 33.4244299, -111.9378273 33.4244071, -111.937836 33.4243793, -111.937833 33.4243506, -111.9378189 33.4243244, -111.9377951 33.4243036, -111.9377644 33.4242905)",auto,0,0.104138319
West 4th Street,732,762550584,42,334,,44.68983851,1,29,,residential,6,"LINESTRING (-111.940778 33.4264585, -111.9412594 33.4264482)",auto,1,0.092461735
West 4th Street,733,762550584,334,42,,44.68983851,1,29,,residential,6,"LINESTRING (-111.9412594 33.4264482, -111.940778 33.4264585)",auto,1,0.092461735
South Maple Avenue,734,762550585,334,189,,36.7679336,1,29,,residential,6,"LINESTRING (-111.9412594 33.4264482, -111.9412621 33.4261818, -111.9412674 33.4261177)",auto,0,0.076071587
,735,775207698,335,336,,220.5820158,1,29,,residential,6,"LINESTRING (-111.9192909 33.4209657, -111.9194846 33.4209684, -111.9196502 33.4209657, -111.9198493 33.420971, -111.9199828 33.4209856, -111.9201166 33.4210335, -111.9202902 33.4210694, -111.9204733 33.421084, -111.9207106 33.421088, -111.9208747 33.421092, -111.9209368 33.4211491, -111.9209448 33.421209, -111.9209671 33.4213326, -111.9212872 33.4213445, -111.921426 33.4213406)",auto,1,0.456376584
,736,775207698,336,335,,220.5820158,1,29,,residential,6,"LINESTRING (-111.921426 33.4213406, -111.9212872 33.4213445, -111.9209671 33.4213326, -111.9209448 33.421209, -111.9209368 33.4211491, -111.9208747 33.421092, -111.9207106 33.421088, -111.9204733 33.421084, -111.9202902 33.4210694, -111.9201166 33.4210335, -111.9199828 33.4209856, -111.9198493 33.420971, -111.9196502 33.4209657, -111.9194846 33.4209684, -111.9192909 33.4209657)",auto,1,0.456376584
South McAllister Avenue,737,777220833,330,297,,37.10340727,1,25,,tertiary,5,"LINESTRING (-111.9289516 33.4212032, -111.9289598 33.4210596, -111.9289622 33.4208816, -111.9289618 33.4208697)",auto,1,0.089048177
South McAllister Avenue,738,777220833,297,330,,37.10340727,1,25,,tertiary,5,"LINESTRING (-111.9289618 33.4208697, -111.9289622 33.4208816, -111.9289598 33.4210596, -111.9289516 33.4212032)",auto,1,0.089048177
,739,778414507,347,27,,5.850000756,1,29,,residential,6,"LINESTRING (-111.9423293 33.4204753, -111.9423341 33.4204878, -111.9423436 33.4204983, -111.9423568 33.4205055, -111.9423721 33.4205087)",auto,0,0.01210345
,740,778414507,27,348,,7.05898134,1,29,,residential,6,"LINESTRING (-111.9423721 33.4205087, -111.9423878 33.4205073, -111.942402 33.4205017, -111.9424127 33.420493, -111.9424195 33.420482, -111.9424218 33.4204698)",auto,0,0.014604789
,741,778414507,348,355,,6.898779202,1,29,,residential,6,"LINESTRING (-111.9424218 33.4204698, -111.9424193 33.4204575, -111.9424123 33.4204466, -111.9424016 33.420438, -111.9423881 33.4204327, -111.9423734 33.4204313)",auto,0,0.014273336
,742,778414507,355,350,,6.60053741,1,29,,residential,6,"LINESTRING (-111.9423734 33.4204313, -111.9423588 33.4204338, -111.942346 33.42044, -111.9423356 33.4204499, -111.9423299 33.4204621, -111.9423295 33.4204704)",auto,0,0.013656284
,743,778414507,350,347,,0.545171225,1,29,,residential,6,"LINESTRING (-111.9423295 33.4204704, -111.9423293 33.4204753)",auto,0,0.00112794
West 9th Street,744,778414508,348,69,,107.2380243,1,25,,residential,6,"LINESTRING (-111.9424218 33.4204698, -111.9432087 33.4204653, -111.9432579 33.4204648, -111.9432735 33.4204639, -111.9433089 33.420462, -111.9433575 33.4204578, -111.9434088 33.4204491, -111.9434597 33.4204374, -111.9434998 33.4204249, -111.9435657 33.4204019)",auto,1,0.257371258
West 9th Street,745,778414508,69,348,,107.2380243,1,25,,residential,6,"LINESTRING (-111.9435657 33.4204019, -111.9434998 33.4204249, -111.9434597 33.4204374, -111.9434088 33.4204491, -111.9433575 33.4204578, -111.9433089 33.420462, -111.9432735 33.4204639, -111.9432579 33.4204648, -111.9432087 33.4204653, -111.9424218 33.4204698)",auto,1,0.257371258
West 9th Street,746,778414508,69,8,,64.5563236,1,25,,residential,6,"LINESTRING (-111.9435657 33.4204019, -111.9436256 33.4203768, -111.9436733 33.4203632, -111.9437235 33.4203539, -111.9437786 33.4203484, -111.9438355 33.4203468, -111.9442498 33.4203483)",auto,1,0.154935177
West 9th Street,747,778414508,8,69,,64.5563236,1,25,,residential,6,"LINESTRING (-111.9442498 33.4203483, -111.9438355 33.4203468, -111.9437786 33.4203484, -111.9437235 33.4203539, -111.9436733 33.4203632, -111.9436256 33.4203768, -111.9435657 33.4204019)",auto,1,0.154935177
,748,778414509,349,354,,5.84504592,1,29,,residential,6,"LINESTRING (-111.9411873 33.4204889, -111.941192 33.4205014, -111.9412016 33.4205119, -111.9412147 33.4205191, -111.94123 33.4205223)",auto,0,0.012093198
,749,778414509,354,351,,7.060744774,1,29,,residential,6,"LINESTRING (-111.94123 33.4205223, -111.9412457 33.4205209, -111.94126 33.4205153, -111.9412706 33.4205066, -111.9412774 33.4204956, -111.9412797 33.4204834)",auto,0,0.014608437
,750,778414509,351,353,,6.901947569,1,29,,residential,6,"LINESTRING (-111.9412797 33.4204834, -111.9412772 33.4204711, -111.9412703 33.4204602, -111.9412595 33.4204516, -111.9412461 33.4204463, -111.9412313 33.4204449)",auto,0,0.014279892
,751,778414509,353,352,,6.429750862,1,29,,residential,6,"LINESTRING (-111.9412313 33.4204449, -111.9412168 33.4204474, -111.9412039 33.4204536, -111.9411936 33.4204635, -111.9411878 33.4204757, -111.9411875 33.4204825)",auto,0,0.013302933
,752,778414509,352,349,,0.711889562,1,29,,residential,6,"LINESTRING (-111.9411875 33.4204825, -111.9411873 33.4204889)",auto,0,0.001472875
West 9th Street,753,778414510,351,350,,97.44157539,1,25,,residential,6,"LINESTRING (-111.9412797 33.4204834, -111.9413371 33.4204827, -111.9418 33.4204769, -111.9423295 33.4204704)",auto,1,0.233859781
West 9th Street,754,778414510,350,351,,97.44157539,1,25,,residential,6,"LINESTRING (-111.9423295 33.4204704, -111.9418 33.4204769, -111.9413371 33.4204827, -111.9412797 33.4204834)",auto,1,0.233859781
South Maple Avenue,755,778414511,353,21,,154.9831879,1,29,,residential,6,"LINESTRING (-111.9412313 33.4204449, -111.9412317 33.4203907, -111.9412339 33.4200543, -111.9412228 33.4191313, -111.9412375 33.4190521)",auto,1,0.320654872
South Maple Avenue,756,778414511,21,353,,154.9831879,1,29,,residential,6,"LINESTRING (-111.9412375 33.4190521, -111.9412228 33.4191313, -111.9412339 33.4200543, -111.9412317 33.4203907, -111.9412313 33.4204449)",auto,1,0.320654872
South Maple Avenue,757,778414511,21,22,,159.2993754,1,29,,residential,6,"LINESTRING (-111.9412375 33.4190521, -111.9412372 33.4189818, -111.94123 33.4176195)",auto,1,0.329584915
South Maple Avenue,758,778414511,22,21,,159.2993754,1,29,,residential,6,"LINESTRING (-111.94123 33.4176195, -111.9412372 33.4189818, -111.9412375 33.4190521)",auto,1,0.329584915
South Maple Avenue,759,778414511,22,23,,157.4135207,1,29,,residential,6,"LINESTRING (-111.94123 33.4176195, -111.941205 33.416204)",auto,1,0.325683146
South Maple Avenue,760,778414511,23,22,,157.4135207,1,29,,residential,6,"LINESTRING (-111.941205 33.416204, -111.94123 33.4176195)",auto,1,0.325683146
South Maple Avenue,761,778414511,23,435,,133.8840454,1,29,,residential,6,"LINESTRING (-111.941205 33.416204, -111.9411921 33.415)",auto,1,0.277001473
South Maple Avenue,762,778414511,435,23,,133.8840454,1,29,,residential,6,"LINESTRING (-111.9411921 33.415, -111.941205 33.416204)",auto,1,0.277001473
South Ash Avenue,763,778414513,27,100,,79.52326267,1,29,,residential,6,"LINESTRING (-111.9423721 33.4205087, -111.9423829 33.4209057, -111.9423865 33.4210168, -111.9423905 33.4212237)",auto,1,0.164530888
South Ash Avenue,764,778414513,100,27,,79.52326267,1,29,,residential,6,"LINESTRING (-111.9423905 33.4212237, -111.9423865 33.4210168, -111.9423829 33.4209057, -111.9423721 33.4205087)",auto,1,0.164530888
West 5th Street,765,812683553,29,357,,22.02161808,2,29,,residential,6,"LINESTRING (-111.943347 33.4254811, -111.9434737 33.425529, -111.9435719 33.425529)",auto,0,0.045561968
West 5th Street,766,812683553,357,356,,3.999833623,2,29,,residential,6,"LINESTRING (-111.9435719 33.425529, -111.943615 33.425529)",auto,0,0.008275518
West 5th Street,767,812683553,356,3,,62.29616224,2,29,,residential,6,"LINESTRING (-111.943615 33.425529, -111.9437176 33.425529, -111.9441323 33.4255008, -111.9442814 33.4254737)",auto,0,0.128888612
West 5th Street,768,812683572,329,358,,0.536408135,1,29,,residential,6,"LINESTRING (-111.9446893 33.4254741, -111.944695 33.4254749)",auto,0,0.00110981
West 5th Street,769,812683572,358,436,,28.50068485,1,29,,residential,6,"LINESTRING (-111.944695 33.4254749, -111.9448428 33.4254941, -111.944983 33.4254941, -111.945 33.4254913)",auto,0,0.058966934
West 5th Street,770,812683573,437,358,,28.48693718,1,29,,residential,6,"LINESTRING (-111.945 33.4254599, -111.9449781 33.4254568, -111.944837 33.4254568, -111.944695 33.4254749)",auto,0,0.058938491
West Rio Salado Parkway,771,860490575,359,116,,7.991115373,2,35,,secondary,4,"LINESTRING (-111.942523 33.429252, -111.9424907 33.4292857, -111.9424679 33.4293072)",auto,0,0.013699055
South Ash Avenue,772,860490576,32,282,,56.41161753,1,30,,tertiary,5,"LINESTRING (-111.942465 33.4284426, -111.9424693 33.4283595, -111.9424879 33.4281866, -111.9425189 33.4280458, -111.9425545 33.4279426)",auto,1,0.112823235
South Ash Avenue,773,860490576,282,32,,56.41161753,1,30,,tertiary,5,"LINESTRING (-111.9425545 33.4279426, -111.9425189 33.4280458, -111.9424879 33.4281866, -111.9424693 33.4283595, -111.942465 33.4284426)",auto,1,0.112823235
West Rio Salado Parkway,774,860490577,360,359,,26.08762215,2,35,,secondary,4,"LINESTRING (-111.9427707 33.4291942, -111.9427375 33.4291853, -111.9426983 33.4291776, -111.9426474 33.4291792, -111.9426006 33.4291945, -111.9425565 33.4292191, -111.942523 33.429252)",auto,0,0.044721638
South Ash Avenue,775,860490578,360,361,,11.72902914,1,30,,tertiary,5,"LINESTRING (-111.9427707 33.4291942, -111.9427523 33.4291629, -111.9427017 33.4291063)",auto,0,0.023458058
West Rio Salado Parkway,791,860784817,118,198,,30.30673486,2,30,,secondary,4,"LINESTRING (-111.9428484 33.4296132, -111.942981 33.4297412, -111.9430423 33.429831)",auto,0,0.06061347
West 1st Street,792,860784818,72,187,,37.86004542,1,29,,tertiary,5,"LINESTRING (-111.9430761 33.429697, -111.9431536 33.4296654, -111.9433834 33.4295692, -111.9434283 33.4295304)",auto,0,0.078331128
West 1st Street,793,860784819,187,372,,41.546793,1,29,,tertiary,5,"LINESTRING (-111.9434283 33.4295304, -111.9433652 33.4295157, -111.9431097 33.4295999, -111.9430096 33.4296326)",auto,0,0.085958882
West 1st Street,794,860784820,118,72,,25.18896571,1,29,,tertiary,5,"LINESTRING (-111.9428484 33.4296132, -111.9428918 33.4296181, -111.9429964 33.4297012, -111.943038 33.4297088, -111.9430761 33.429697)",auto,0,0.052115101
East  Packard Drive,795,872138141,15,374,,213.3865421,1,29,,unclassified,11,"LINESTRING (-111.9290798 33.4242989, -111.9290627 33.4242318, -111.9287539 33.4236069, -111.9286792 33.4234783, -111.9285811 33.4233769, -111.9284457 33.4233341, -111.9275107 33.4233377)",auto,1,0.441489397
East  Packard Drive,796,872138141,374,15,,213.3865421,1,29,,unclassified,11,"LINESTRING (-111.9275107 33.4233377, -111.9284457 33.4233341, -111.9285811 33.4233769, -111.9286792 33.4234783, -111.9287539 33.4236069, -111.9290627 33.4242318, -111.9290798 33.4242989)",auto,1,0.441489397
East  Packard Drive,797,872138141,374,373,,103.6281958,1,29,,unclassified,11,"LINESTRING (-111.9275107 33.4233377, -111.9264642 33.4233419, -111.9263941 33.4233419)",auto,1,0.214403164
East  Packard Drive,798,872138141,373,374,,103.6281958,1,29,,unclassified,11,"LINESTRING (-111.9263941 33.4233419, -111.9264642 33.4233419, -111.9275107 33.4233377)",auto,1,0.214403164
South Alpha Drive,799,872138142,0,374,,129.4204733,1,29,,unclassified,11,"LINESTRING (-111.9275146 33.4245016, -111.9275138 33.4244324, -111.9275107 33.4233377)",auto,1,0.267766496
South Alpha Drive,800,872138142,374,0,,129.4204733,1,29,,unclassified,11,"LINESTRING (-111.9275107 33.4233377, -111.9275138 33.4244324, -111.9275146 33.4245016)",auto,1,0.267766496
South Alpha Drive,801,872138142,374,185,,147.2517374,1,29,,unclassified,11,"LINESTRING (-111.9275107 33.4233377, -111.9275396 33.4221164, -111.9275425 33.4220137)",auto,1,0.304658767
South Alpha Drive,802,872138142,185,374,,147.2517374,1,29,,unclassified,11,"LINESTRING (-111.9275425 33.4220137, -111.9275396 33.4221164, -111.9275107 33.4233377)",auto,1,0.304658767
,803,889439248,376,310,,11.1215413,1,39,,secondary,4,"LINESTRING (-111.9339932 33.4219122, -111.9339909 33.4220122)",auto,1,0.017110064
,804,889439248,310,376,,11.1215413,1,39,,secondary,4,"LINESTRING (-111.9339909 33.4220122, -111.9339932 33.4219122)",auto,1,0.017110064
East University Drive,805,889439249,375,233,,109.3908795,2,35,,secondary,4,"LINESTRING (-111.9307627 33.421952, -111.9305265 33.4219557, -111.9301867 33.4219599, -111.9297246 33.4219631, -111.9295985 33.4220148)",auto,0,0.187527222
East University Drive,806,889439250,377,376,,88.67506828,2,35,,secondary,4,"LINESTRING (-111.9349485 33.421897, -111.9348918 33.4218978, -111.9339932 33.4219122)",auto,0,0.152014403
East University Drive,807,889439250,376,375,,299.85158,2,35,,secondary,4,"LINESTRING (-111.9339932 33.4219122, -111.9332111 33.42192, -111.9315141 33.4219382, -111.931265 33.4219439, -111.9311473 33.4219473, -111.9307627 33.421952)",auto,0,0.51403128
,808,889439251,54,377,,11.93062669,1,39,,secondary,4,"LINESTRING (-111.9349431 33.4220042, -111.9349485 33.421897)",auto,1,0.01835481
,809,889439251,377,54,,11.93062669,1,39,,secondary,4,"LINESTRING (-111.9349485 33.421897, -111.9349431 33.4220042)",auto,1,0.01835481
,810,,440,0,,78.95709768,2,59,,connector,20,"LINESTRING (-111.9280358432747 33.42506280934404, -111.9275146 33.4245016)",all,1,0.080295354
,811,,0,440,,78.95709768,2,59,,connector,20,"LINESTRING (-111.9275146 33.4245016, -111.9280358432747 33.42506280934404)",all,1,0.080295354
,812,,441,15,,137.9779591,2,59,,connector,20,"LINESTRING (-111.9287465588884 33.42550819460066, -111.9290798 33.4242989)",all,1,0.140316569
,813,,15,441,,137.9779591,2,59,,connector,20,"LINESTRING (-111.9290798 33.4242989, -111.9287465588884 33.42550819460066)",all,1,0.140316569
,814,,442,303,,140.5776376,2,59,,connector,20,"LINESTRING (-111.9324938360912 33.42483615926083, -111.9339446 33.4251998)",all,1,0.142960309
,815,,303,442,,140.5776376,2,59,,connector,20,"LINESTRING (-111.9339446 33.4251998, -111.9324938360912 33.42483615926083)",all,1,0.142960309
,816,,443,90,,130.4319819,2,59,,connector,20,"LINESTRING (-111.9310034874332 33.42451077967427, -111.9312627 33.4233579)",all,1,0.132642693
,817,,90,443,,130.4319819,2,59,,connector,20,"LINESTRING (-111.9312627 33.4233579, -111.9310034874332 33.42451077967427)",all,1,0.132642693
,818,,444,110,,70.81271472,2,59,,connector,20,"LINESTRING (-111.9375865853916 33.42619086021536, -111.9369046 33.4264765)",all,1,0.07201293
,819,,110,444,,70.81271472,2,59,,connector,20,"LINESTRING (-111.9369046 33.4264765, -111.9375865853916 33.42619086021536)",all,1,0.07201293
,820,,445,303,,151.6928087,2,59,,connector,20,"LINESTRING (-111.9331086045684 33.42402752456969, -111.9339446 33.4251998)",all,1,0.154263873
,821,,303,445,,151.6928087,2,59,,connector,20,"LINESTRING (-111.9339446 33.4251998, -111.9331086045684 33.42402752456969)",all,1,0.154263873
,822,,446,66,,73.35055171,2,59,,connector,20,"LINESTRING (-111.9338445684439 33.41654799600259, -111.933278 33.4160881)",all,1,0.074593781
,823,,66,446,,73.35055171,2,59,,connector,20,"LINESTRING (-111.933278 33.4160881, -111.9338445684439 33.41654799600259)",all,1,0.074593781
,824,,447,290,,66.93969602,2,59,,connector,20,"LINESTRING (-111.9344966117691 33.41656417567456, -111.9349531 33.4160981)",all,1,0.068074267
,825,,290,447,,66.93969602,2,59,,connector,20,"LINESTRING (-111.9349531 33.4160981, -111.9344966117691 33.41656417567456)",all,1,0.068074267
,826,,448,290,,68.88441036,2,59,,connector,20,"LINESTRING (-111.9355249879962 33.41649295171043, -111.9349531 33.4160981)",all,1,0.070051943
,827,,290,448,,68.88441036,2,59,,connector,20,"LINESTRING (-111.9349531 33.4160981, -111.9355249879962 33.41649295171043)",all,1,0.070051943
,828,,449,312,,67.85090379,2,59,,connector,20,"LINESTRING (-111.9362788125786 33.41696009135995, -111.936655 33.4174833)",all,1,0.069000919
,829,,312,449,,67.85090379,2,59,,connector,20,"LINESTRING (-111.936655 33.4174833, -111.9362788125786 33.41696009135995)",all,1,0.069000919
,830,,450,312,,99.29395576,2,59,,connector,20,"LINESTRING (-111.9356363680231 33.41721034768429, -111.936655 33.4174833)",all,1,0.100976904
,831,,312,450,,99.29395576,2,59,,connector,20,"LINESTRING (-111.936655 33.4174833, -111.9356363680231 33.41721034768429)",all,1,0.100976904
,832,,451,314,,107.4696882,2,59,,connector,20,"LINESTRING (-111.9354974485366 33.41762575029788, -111.9366549 33.4176535)",all,1,0.109291208
,833,,314,451,,107.4696882,2,59,,connector,20,"LINESTRING (-111.9366549 33.4176535, -111.9354974485366 33.41762575029788)",all,1,0.109291208
,834,,452,314,,55.53000145,2,59,,connector,20,"LINESTRING (-111.9361687646759 33.41794461461026, -111.9366549 33.4176535)",all,1,0.056471188
,835,,314,452,,55.53000145,2,59,,connector,20,"LINESTRING (-111.9366549 33.4176535, -111.9361687646759 33.41794461461026)",all,1,0.056471188
,836,,453,63,,131.0118589,2,59,,connector,20,"LINESTRING (-111.9378255986374 33.41792530126661, -111.9381178 33.419078)",all,1,0.133232399
,837,,63,453,,131.0118589,2,59,,connector,20,"LINESTRING (-111.9381178 33.419078, -111.9378255986374 33.41792530126661)",all,1,0.133232399
,838,,454,193,,62.75443832,2,59,,connector,20,"LINESTRING (-111.9372562507121 33.41888297256338, -111.9366173 33.4190676)",all,1,0.063818073
,839,,193,454,,62.75443832,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9372562507121 33.41888297256338)",all,1,0.063818073
,840,,455,134,,88.66073091,2,59,,connector,20,"LINESTRING (-111.9390414751922 33.41804776551981, -111.9398468 33.4176189)",all,1,0.090163455
,841,,134,455,,88.66073091,2,59,,connector,20,"LINESTRING (-111.9398468 33.4176189, -111.9390414751922 33.41804776551981)",all,1,0.090163455
,842,,456,63,,51.68109741,2,59,,connector,20,"LINESTRING (-111.9384161263849 33.41868554965327, -111.9381178 33.419078)",all,1,0.052557048
,843,,63,456,,51.68109741,2,59,,connector,20,"LINESTRING (-111.9381178 33.419078, -111.9384161263849 33.41868554965327)",all,1,0.052557048
,844,,457,203,,43.67998719,2,59,,connector,20,"LINESTRING (-111.9393999 33.4194169, -111.9398606 33.4193366)",all,1,0.044420326
,845,,203,457,,43.67998719,2,59,,connector,20,"LINESTRING (-111.9398606 33.4193366, -111.9393999 33.4194169)",all,1,0.044420326
,846,,458,195,,47.362141,2,59,,connector,20,"LINESTRING (-111.9377832220037 33.42020245116657, -111.9381205 33.4205221)",all,1,0.048164889
,847,,195,458,,47.362141,2,59,,connector,20,"LINESTRING (-111.9381205 33.4205221, -111.9377832220037 33.42020245116657)",all,1,0.048164889
,848,,459,193,,74.81966965,2,59,,connector,20,"LINESTRING (-111.9373359753222 33.41937244603641, -111.9366173 33.4190676)",all,1,0.0760878
,849,,193,459,,74.81966965,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9373359753222 33.41937244603641)",all,1,0.0760878
,850,,460,193,,99.84652989,2,59,,connector,20,"LINESTRING (-111.9371206939492 33.41986117524664, -111.9366173 33.4190676)",all,1,0.101538844
,851,,193,460,,99.84652989,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9371206939492 33.41986117524664)",all,1,0.101538844
,852,,461,130,,109.3175,2,59,,connector,20,"LINESTRING (-111.9369018917017 33.42032503063584, -111.936667 33.4212884)",all,1,0.111170339
,853,,130,461,,109.3175,2,59,,connector,20,"LINESTRING (-111.936667 33.4212884, -111.9369018917017 33.42032503063584)",all,1,0.111170339
,854,,462,195,,74.34504771,2,59,,connector,20,"LINESTRING (-111.9373196 33.42050895, -111.9381205 33.4205221)",all,1,0.075605133
,855,,195,462,,74.34504771,2,59,,connector,20,"LINESTRING (-111.9381205 33.4205221, -111.9373196 33.42050895)",all,1,0.075605133
,856,,463,195,,53.338239,2,59,,connector,20,"LINESTRING (-111.9378201362632 33.4209310566375, -111.9381205 33.4205221)",all,1,0.054242277
,857,,195,463,,53.338239,2,59,,connector,20,"LINESTRING (-111.9381205 33.4205221, -111.9378201362632 33.4209310566375)",all,1,0.054242277
,858,,464,124,,67.98239635,2,59,,connector,20,"LINESTRING (-111.9375168877276 33.42158481029963, -111.9381462 33.4218977)",all,1,0.06913464
,859,,124,464,,67.98239635,2,59,,connector,20,"LINESTRING (-111.9381462 33.4218977, -111.9375168877276 33.42158481029963)",all,1,0.06913464
,860,,465,124,,41.90386964,2,59,,connector,20,"LINESTRING (-111.9378248188351 33.42163300173983, -111.9381462 33.4218977)",all,1,0.042614105
,861,,124,465,,41.90386964,2,59,,connector,20,"LINESTRING (-111.9381462 33.4218977, -111.9378248188351 33.42163300173983)",all,1,0.042614105
,862,,466,130,,45.80255301,2,59,,connector,20,"LINESTRING (-111.9370509 33.42154725000001, -111.936667 33.4212884)",all,1,0.046578867
,863,,130,466,,45.80255301,2,59,,connector,20,"LINESTRING (-111.936667 33.4212884, -111.9370509 33.42154725000001)",all,1,0.046578867
,864,,467,130,,46.36038539,2,59,,connector,20,"LINESTRING (-111.9370487 33.42101945, -111.936667 33.4212884)",all,1,0.047146155
,865,,130,467,,46.36038539,2,59,,connector,20,"LINESTRING (-111.936667 33.4212884, -111.9370487 33.42101945)",all,1,0.047146155
,866,,468,78,,57.54719062,2,59,,connector,20,"LINESTRING (-111.9343609382369 33.41768349885134, -111.9338106 33.4174451)",all,1,0.058522567
,867,,78,468,,57.54719062,2,59,,connector,20,"LINESTRING (-111.9338106 33.4174451, -111.9343609382369 33.41768349885134)",all,1,0.058522567
,868,,469,67,,93.56505989,2,59,,connector,20,"LINESTRING (-111.9345787304986 33.41902321243499, -111.9339665 33.4183547)",all,1,0.095150908
,869,,67,469,,93.56505989,2,59,,connector,20,"LINESTRING (-111.9339665 33.4183547, -111.9345787304986 33.41902321243499)",all,1,0.095150908
,870,,470,193,,125.8146072,2,59,,connector,20,"LINESTRING (-111.9352841606869 33.41886245559178, -111.9366173 33.4190676)",all,1,0.127947058
,871,,193,470,,125.8146072,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9352841606869 33.41886245559178)",all,1,0.127947058
,872,,471,67,,126.4140141,2,59,,connector,20,"LINESTRING (-111.93531345 33.41852355, -111.9339665 33.4183547)",all,1,0.128556624
,873,,67,471,,126.4140141,2,59,,connector,20,"LINESTRING (-111.9339665 33.4183547, -111.93531345 33.41852355)",all,1,0.128556624
,874,,472,193,,83.79850243,2,59,,connector,20,"LINESTRING (-111.9359876158318 33.41852749885645, -111.9366173 33.4190676)",all,1,0.085218816
,875,,193,472,,83.79850243,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9359876158318 33.41852749885645)",all,1,0.085218816
,876,,473,193,,69.83097567,2,59,,connector,20,"LINESTRING (-111.9358670949681 33.41911558119676, -111.9366173 33.4190676)",all,1,0.071014552
,877,,193,473,,69.83097567,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9358670949681 33.41911558119676)",all,1,0.071014552
,878,,474,193,,32.45451138,2,59,,connector,20,"LINESTRING (-111.9362725995384 33.41911670973946, -111.9366173 33.4190676)",all,1,0.033004588
,879,,193,474,,32.45451138,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9362725995384 33.41911670973946)",all,1,0.033004588
,880,,475,193,,125.1279352,2,59,,connector,20,"LINESTRING (-111.9361369624522 33.42011906104774, -111.9366173 33.4190676)",all,1,0.127248748
,881,,193,475,,125.1279352,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9361369624522 33.42011906104774)",all,1,0.127248748
,882,,476,193,,143.5373269,2,59,,connector,20,"LINESTRING (-111.9354902970984 33.4199516108573, -111.9366173 33.4190676)",all,1,0.145970163
,883,,193,476,,143.5373269,2,59,,connector,20,"LINESTRING (-111.9366173 33.4190676, -111.9354902970984 33.4199516108573)",all,1,0.145970163
,884,,477,129,,86.71942429,2,59,,connector,20,"LINESTRING (-111.9363860583314 33.42054253243025, -111.9366407 33.4212929)",all,1,0.088189245
,885,,129,477,,86.71942429,2,59,,connector,20,"LINESTRING (-111.9366407 33.4212929, -111.9363860583314 33.42054253243025)",all,1,0.088189245
,886,,478,129,,47.12651797,2,59,,connector,20,"LINESTRING (-111.9362691807283 33.42100399026641, -111.9366407 33.4212929)",all,1,0.047925273
,887,,129,478,,47.12651797,2,59,,connector,20,"LINESTRING (-111.9366407 33.4212929, -111.9362691807283 33.42100399026641)",all,1,0.047925273
,888,,479,310,,51.71437241,2,59,,connector,20,"LINESTRING (-111.93444435 33.42228249999999, -111.9339909 33.4220122)",all,1,0.052590887
,889,,310,479,,51.71437241,2,59,,connector,20,"LINESTRING (-111.9339909 33.4220122, -111.93444435 33.42228249999999)",all,1,0.052590887
,890,,480,273,,104.872794,2,59,,connector,20,"LINESTRING (-111.9306064890547 33.41903706138957, -111.9313989 33.4183647)",all,1,0.106650299
